Імʼя автора,Назва книги,Мова,Перекладач,Мова оригіналу,Оригінальна назва,Назва видавця,Рік видання,ISBN,Жанр книги
"Бибик Н.М.,Бондарчук Г. П.",Я досліджую світ. 3 клас. РЗ у 2 ч. Ч. 1 (Бібік-Бондарчук),Українська мова,,,,Ранок,2022.0,9786170966124.0,Робочі зошити  (Школярам та абітурієнтам)
О. О. Старова,Розробки уроків. Алгебра 9 клас ПММ029,Українська мова,,,,Основа,2019.0,9786170031501.0,Підручники з алгебри
Н. І. Павлюк,Розробки уроків. Географія України 8 клас ПГМ008,Українська мова,,,,Основа,2021.0,9786170030641.0,Географія (Школярам та абітурієнтам)
"Онопрієнко О. В.,Скворцова С. О.",Математика. 3 клас. Робочий зошит у 2 частинах. Частина 2,Українська мова,,,,Ранок,2021.0,9786170965790.0,Математика (Школярам та абітурієнтам)
"Онопрієнко О. В.,Скворцова С. О.",Математика. 4 клас: Моніторинг навчальних досягнень,Українська мова,,,,Ранок,2022.0,9786170973481.0,Математика (Школярам та абітурієнтам)
Онопрієнко О. В.,Математика. 2 клас. Моніторинг навчальних досягнень,Українська мова,,,,Ранок,2022.0,9786170955982.0,Математика (Школярам та абітурієнтам)
Онопрієнко О. В.,Математика. 3 клас: Моніторинг навчальних досягнень,Українська мова,,,,Ранок,2022.0,9786170966063.0,Математика (Школярам та абітурієнтам)
Ротфорт Д. В.,Я досліджую світ. 4 клас. Діагностувальні роботи,Українська мова,,,,Ранок,2021.0,9786170972019.0,Підручники з природознавства та я досліджую світ
Д. В. Ротфорт,Я досліджую світ. 2 клас. Діагностувальні роботи,Українська мова,,,,Ранок,2022.0,9786170969439.0,Підручники з природознавства та я досліджую світ
Д. В. Ротфорт,Укр. мова та читання. 4 клас. Діагностувальні роботи,Українська мова,,,,Ранок,2022.0,9786170968920.0,Українська мова (Школярам та абітурієнтам)
Тагліна О.В.,Атлас Я досліджую світ 3 клас,Українська мова,,,,Ранок,2022.0,9786170962454.0,Підручники з природознавства та я досліджую світ
"І. О. Большакова,М. С. Пристінська",Українська мова. 2 клас. Робочий зошит : У 2 частинах. Частина 1,Українська мова,,,,Ранок,2023.0,9786170955999.0,Українська мова (Школярам та абітурієнтам)
Муренець Ольга Григорівна,Математика. 2 клас. Відривні картки. До підручника Н. Листопад,Українська мова,,,,Ранок,2022.0,9786170956156.0,Математика (Школярам та абітурієнтам)
А. І. Мироненко,Розробки уроків. 9 клас Історія України,Українська мова,,,,Основа,2021.0,9786170032386.0,Історія України (Школярам та абітурієнтам)
Гісем О.В.,Історія України. 8 клас. Робочий зошит,Українська мова,,,,Ранок,2021.0,9786170973054.0,Історія України (Школярам та абітурієнтам)
"Олександр Мартинюк,Упоряд. Олександр Гісем",Історія України. 8 клас. Атлас,Українська мова,,,,Ранок,2021.0,9786170930934.0,Атласи. Контурні карти (Школярам та абітурієнтам)
Коваленко Ольга Миколаївна,Українська мова: Робочий зошит для 3 класу,Українська мова,,,,Ранок,2021.0,9786170965622.0,Українська мова (Школярам та абітурієнтам)
"Гісем О.В.,Мартинюк О.О.",Історія України. 11 клас. Атлас,Українська мова,,,,Ранок,2021.0,9786170973078.0,Історія України (Школярам та абітурієнтам)
"Золочевська М. В.,Рикова Л. Л.",Інформатика. 4 клас: Робочий зошит (до підруч. Коршунової),Українська мова,,,,Ранок,2021.0,9786170973177.0,Інформатика (Школярам та абітурієнтам)
"Божинова Ф. Я.,Кірюхіна О. О.",Фізика. 8 кл. Зошит для лабораторних робіт НОВА ПРОГРАМА,Українська мова,,,,Ранок,2021.0,9786170928610.0,"Фізика, астрономія (Школярам та абітурієнтам)"
Тагліна Ольга Валентинівна,Робочий зошит. Основи здоровя. 8 клас,Українська мова,,,,Ранок,2021.0,9786170929624.0,Основи здоров`я  (Школярам та абітурієнтам)
"Онопрієнко О. В.,Скворцова С. О.",Математика. 1 клас. Навчальний зошит у 4 частинах. Частина 4,,,,,Ранок,2019.0,9786170945075.0,Математика (Школярам та абітурієнтам)
Бибик Н.М.,Я досліджую світ. 3 клас. РЗ у 2 ч.,Українська мова,,,,Ранок,2024.0,9786170966124.0,Підручники з природознавства та я досліджую світ
Попова Н.,Цікаво обчислюємо в межах 1000,,,,,Час майстрів,2014.0,9789669150165.0,Математика (Школярам та абітурієнтам)
"Зарецька І. Т.,Корнієнко М.М.,Крамаровська С. М.",Я досліджую світ. Інформатика. 2 клас. Робочий зошит: До підруч. Марини Корнієнко та ін.,Українська мова,,,,Ранок,,9786170957993.0,Підручники з природознавства та я досліджую світ
"Гісь О.М.,Назаренко А.А.,Філяк І.В.","Математика. 3 кл. У 2-х частинах. Частина 1. Робочий зошит до підручника О. Гісь, І. Філяк",Українська мова,,,,Ранок,2023.0,9786170965295.0,Математика (Школярам та абітурієнтам)
Павличенко О. М.,РЗ. Англійська мова. 3 кл. (до підр. Start Up!),,,,,Ранок,2023.0,9786170966179.0,Іноземна мова (Школярам та абітурієнтам)
Царевська Н.І.,"Українська мова та читання. 3 клас. Робочий зошит до підручника К.І. Пономарьової, О.Я. Савченко У 2-х ч. Ч. 2",Українська мова,,,,Ранок,2020.0,9786170965257.0,Українська мова (Школярам та абітурієнтам)
Сотникова С. І.,"РЗ. Німецька мова. 7(3) кл (до підр. Hallo, Freunde!)",,,,,Ранок,2020.0,9786170964519.0,Іноземна мова (Школярам та абітурієнтам)
Павличенко О. М.,РЗ. Англійська мова. 8 кл. (до підр. А. М. Несвіт),,,,,Ранок,2018.0,9786170940483.0,Іноземна мова (Школярам та абітурієнтам)
Сотникова С. І.,"ТЗ. Німецька мова. 7(3) кл (до підр. Hallo, Freunde!)",,,,,Ранок,2020.0,9786170964526.0,Контроль знань (Школярам та абітурієнтам)
Л. М. Шелкова,Вчуся  розв’язувати  задачі. 2 клас,Українська,,,,Основа,2019.0,9786170036988.0,Математика (Школярам та абітурієнтам)
Олег Таланов,Українсько-польский розмовник,Українська / Польська,,,,,2023.0,9789668959943.0,Розмовники  (Школярам та абітурієнтам)
Олег Таланов,Українсько-німецький розмовник,Українська / Німецька,,,,Арій,2023.0,9789664980026.0,Розмовники  (Школярам та абітурієнтам)
Олег Таланов,Українсько-англійский розмовник,Українська / Англійська,,,,Арій,2023.0,9789668959882.0,Розмовники  (Школярам та абітурієнтам)
"Г. П. Бондарчук,Н. М. Бібік","Я досліджую світ. 2 кл. Робочий зошит: До підруч. Н. М. Бібік, Г. П. Бондарчук: У 2 ч. Частина 1",Українська мова,,,,Ранок,,9786170956002.0,Підручники з природознавства та я досліджую світ
"Загоруйко О.Я.,Паращич В.В.",Українська мова. 11 клас. Рівень стандарту: зошит для оцінювання результатів навчання для ЗЗСО з навч укр мовою,Українська мова,,,,Ранок,2019.0,9786170956750.0,Контроль знань (Школярам та абітурієнтам)
"Г. П. Бондарчук,Н. М. Бібік","Я досліджую світ. 2 кл. Робочий зошит: До підруч. Н. М. Бібік, Г. П. Бондарчук: У 2 ч. Частина 2",Українська мова,,,,Ранок,2019.0,9786170956019.0,Підручники з природознавства та я досліджую світ
Задорожний К.М.,Біологія. 9 клас. Робочий зошит,Українська мова,,,,Ранок,2018.0,9786170935816.0,Біологія (Школярам та абітурієнтам)
"Гоголєва Г. В.,Сотникова С. І.",Німецька мова. 5(1) кл. Флеш-картки (до будь-якого підручника),,,,,Ранок,2018.0,9789667492649.0,Іноземна мова (Школярам та абітурієнтам)
Паращич В.В.,Українська література. Зошит для оцінювання результатів навчання. 10 клас.,Українська мова,,,,Ранок,2019.0,9786170946348.0,Контроль знань (Школярам та абітурієнтам)
"Валентина Вячеславівна,Паращич",Українська література. 9 клас: зошит для контролю навчальних досягнень учнів,Українська мова,,,,Ранок,2017.0,9786170935625.0,Контроль знань (Школярам та абітурієнтам)
Задорожний К.М.,Біологія. 7 клас. Робочий зошит.,Українська мова,,,,Ранок,2019.0,9786170908407.0,Біологія (Школярам та абітурієнтам)
Муренець Ольга Григорівна,Рівень 1. Нумерація чисел першого десятка. Числа 1–7,Українська мова,,,,АРТ,2018.0,9786170941169.0,Математика (Школярам та абітурієнтам)
Задорожний К.М.,Робочий зошит. Біологія. 8 клас,Українська мова,,,,Ранок,2018.0,9786170930538.0,Біологія (Школярам та абітурієнтам)
Жовтобрюх В.Ф.,Українська мова. Зошит для контролю навчальних досягнень учнів для шкіл з українською мовою навчання.9 клас.,Українська мова,,,,Ранок,2017.0,9786170935601.0,Контроль знань (Школярам та абітурієнтам)
"Іванова Г.Ж.,Тагліна О.В.","Я дослiджую свiт. 1 клас. Робочий зошит. До підручника Тагліна О.В.,Іванова Г.Ж. У 2-х частинах. Ч.1",Українська мова,,,,Ранок,2018.0,9786170946386.0,Підручники з природознавства та я досліджую світ
Жовтобрюх В.Ф.,Українська мова. 10 клас (укр школи). Зошит для оцінювання результатів навчання,Українська мова,,,,Ранок,2019.0,9786170946355.0,Контроль знань (Школярам та абітурієнтам)
Безручкова С.В.,Біологія. Зошит для контролю навчальних досягнень учнів. 9 клас.,Українська мова,,,,Ранок,2017.0,9786170935830.0,Контроль знань (Школярам та абітурієнтам)
Черевань,Хімія. Зошит для лабораторних дослідів і практичних робіт .8 клас.,Українська мова,,,,Ранок,2019.0,9786170930200.0,Хімія (Школярам та абітурієнтам)
Панасюк І.С.,"Розум на кінчиках пальців (І Панасюк, 1 кл. 1 ч.) Альбом для синхронного розвитку обох півкуль мозку",,,,,Ранок,2018.0,9786170946775.0,Альбоми із шаблонами (Школярам та абітурієнтам)
"Большакова І. О.,Пристінська М. С.","Укр. мова. 1 клас. Робочий зошит: До підруч. Большакової, Пристінської: У 2 ч. Частина 1",Українська мова,,,,Ранок,2019.0,9786170946638.0,Українська мова (Школярам та абітурієнтам)
Носков С.,Самовчитель німецької мови,,,,,,2021.0,9789664987346.0,Іноземні мови
"Лофтінґ Г.,Кривець С.М.",Читаємо англійською: Історія доктора Дуліттла,Українська / Англійська,,,,,2020.0,9789664987476.0,Перше самостійне читання
Довганець Вікторія,Пригоди котика Томмі / Abenteuer der Katze Tommy,Українська / Німецька,,,,,2020.0,9789664987650.0,Перше самостійне читання
"Гісь О.М.,Кизик Х. Є.,Філяк І.В.","Математика. 3 кл.Тематичні діагностувальні роботи до підручника О. Гісь, І. Філяк",Українська мова,,,,Ранок,2022.0,9786170966230.0,Контроль знань (Школярам та абітурієнтам)
Дисней книги,Мій перший Англійсько-Український словник (Вінні Пух).,Українська мова,,,,Ранок,2022.0,9786170958648.0,Словники (Школярам та абітурієнтам)
Дисней книги,Мій перший Англійсько-Український словник (Крижане серце).,Українська мова,,,,Ранок,2022.0,9786170958679.0,Словники (Школярам та абітурієнтам)
Г. Є. Фефілова,Етика. 5 клас,Українська,,,,Основа,2022.0,9786170040688.0,Етика. Логіка (Школярам та абітурієнтам)
О. О. Старова,УСІ діагностувальні роботи. Математика. 5 клас.,Українська мова,,,,Основа,2022.0,9786170040657.0,Математика (Школярам та абітурієнтам)
М. В. Коновалова,УСІ діагностувальні роботи. Українська мова. 5 клас.,Українська мова,,,,Основа,2022.0,9786170040664.0,Українська мова (Школярам та абітурієнтам)
О. Г. Куцінко,Українська мова. 5 клас. I семестр.,Українська мова,,,,Основа,2022.0,9786170040466.0,Українська мова (Школярам та абітурієнтам)
"Ерік Найт,Довганець Вікторія",Лессі,Українська / Англійська,,,,,2021.0,9789664987711.0,Перше самостійне читання
Додж М.,Читаємо англійською: Срібні ковзани (Pre-Intermediate),Англійська,,,,Арій,2020.0,9789664987452.0,Іноземна мова (Школярам та абітурієнтам)
Керрол Р.,Читаємо англійською: Аліса в задзеркаллі,,,,,Арій,2020.0,9789664987384.0,Іноземна мова (Школярам та абітурієнтам)
Г. Ж. Іванова,Вчуся розв'язувати задачі. 2 клас,Українська,,,,Основа,2017.0,9786170028532.0,Математика (Школярам та абітурієнтам)
Довганець Вікторія,Читаємо англійською: Пригоди котика Томмi (Beginner),,,,,Арій,2018.0,9789664986011.0,Іноземна мова (Школярам та абітурієнтам)
Федоров,Граматика англійської мови. Доступно і просто.,Українська мова,,,,Арій,2018.0,9789664986066.0,Іноземна мова (Школярам та абітурієнтам)
Г. С. Ільницька,Розробки уроків. Фізична культура 1 клас 1 семестр,Українська мова,,,,Основа,2018.0,9786170034397.0,Фізична культура (Школярам та абітурієнтам)
,Географія. 10 клас. Атлас,Українська мова,,,,Ранок,2019.0,9786170958082.0,Атласи. Контурні карти (Школярам та абітурієнтам)
Мясоєдова С.В.,ЗЗ: Англ. мова   3 кл. (Укр)  до підр. Карп`юк НОВИЙ,,,,,Ранок,2018.0,9786170920430.0,Контроль знань (Школярам та абітурієнтам)
В. П. Порощук,"Я досліджую світ. 4 клас. Частина 2 (за підручником Т. Г. Гільберг, С. С. Тарнавської, Н. М. Павич).",Українська мова,,,,Основа,2022.0,9786170040800.0,Підручники з природознавства та я досліджую світ
"Резнікова О.М.,Шелкова Л.М.",Навчаємо писати твори. 1- 4 класи. НУР056,,,,,Основа,2022.0,9786170039880.0,Українська мова (Школярам та абітурієнтам)
"І. В. Оніщенко,Т. Л. Абрамюк","Українська мова та читання. 4 клас. Частина 1  (за підручниками К. І. Пономарьової, Л. А. Гайової та О. Я. Савченко, І. Я. Красуцької). ПШМ272",Українська мова,,,,Основа,2022.0,9786170040787.0,Українська мова (Школярам та абітурієнтам)
Г. Ж. Іванова,Літній математичний зошит. 2 клас. ЛЗТ005,Українська мова,,,,Основа,,9786170040497.0,Робочі зошити  (Школярам та абітурієнтам)
Г. Ж. Іванова,Літній математичний зошит. 1 клас,Українська мова,,,,Основа,,9786170040480.0,Робочі зошити  (Школярам та абітурієнтам)
Коваль Н. Н.,Математика. 1 клас. Частина 1,Українська мова,,,,АРТ,2021.0,9786170973290.0,Математика (Школярам та абітурієнтам)
Гусельникова И.А.,Фінансова грамотність. 1 клас. Робочий зошит,Українська мова,,,,Ранок,2022.0,9786170976413.0,Підручники з природознавства та я досліджую світ
Корнієнко М.М.,Інформатика. 4 клас. Робочий зошит. До підручника Гільберг Т. Г.,Українська мова,,,,Ранок,2021.0,9786170973924.0,Інформатика (Школярам та абітурієнтам)
Корнiєнко,"Дидакта. Інформатика. 4 клас. Робочий зошит. До підручника Морзе Н. В., Барни О. В.",Українська мова,,,,Ранок,2021.0,9786170973931.0,Інформатика (Школярам та абітурієнтам)
,Информатика. 4 класс: Учеб. для завед. общ. сред. образования с рус. яз. обучения. КОМ,російська,,,,Ранок,2022.0,9786170972460.0,Інформатика (Школярам та абітурієнтам)
С. П. Олійник,"Українська мова. 3 клас. Частина 2 (за підручником О. І. Большакової, М. С. Пристінської). ПШМ259",Українська мова,,,,Основа,2021.0,9786170040039.0,Українська мова (Школярам та абітурієнтам)
Воронцова,Я досліджую світ 3 кл (у) Робочий зошит Ч.2 Воронцова,Українська,,,,Генеза,2020.0,9789662663914.0,Підручники з природознавства та я досліджую світ
,ПАЛЬЧИКИ дошкільнят: розвиваємо руку – розвиваємо мозок,Українська мова,,,,Мандрiвець,2022.0,9789666347384.0,Підручники. Посібники (Школярам та абітурієнтам)
,Найкращий довідник Біологія в таблицях і схемах. 6-11 кл.,Українська мова,,,,Торсінг,2020.0,9789669397300.0,Біологія (Школярам та абітурієнтам)
Мартинюк О.О.,Всесвітня історія. 7 клас. Атлас,Українська мова,,,,Ранок,2020.0,9786170900340.0,Атласи. Контурні карти (Школярам та абітурієнтам)
Юлія Иванова,Английский супертренажер. Согласование времен,,,,,New Time,2018.0,9789662654677.0,Іноземна мова (Школярам та абітурієнтам)
"Гісем О.В.,Мартинюк О.О.","Всесвітня історія. 11 клас. Підручник (профільний рівень) (Гісем, Мартинюк)",Українська мова,,,,Ранок,2019.0,9786170952189.0,Всесвітня історія (вихователям та педагогам)
"Гісем О.,Мартинюк О.О.",Всесвітня історія. 11 клас. КТП,Українська мова,,,,Ранок,2019.0,9786170950697.0,Всесвітня історія (вихователям та педагогам)
Стадник О.Г.,География. 11 класс. КТП,,,,,Ранок,2017.0,9786170950673.0,Географія (вихователям та педагогам)
"Мартинюк О.О.,Гісем О.",ІсторІя України. 11 клас. КТП,Українська мова,,,,Ранок,2022.0,9786170950680.0,Історія України (Школярам та абітурієнтам)
О. В. Нестеренко,Незвичайні математичні пригоди.  3 – 4 клас,Українська мова,,,,Основа,2022.0,9786170032553.0,Математика (Школярам та абітурієнтам)
Г. Ж. Іванова,ТНШ029; Вчуся обчислювати усно (оновлена). 4 клас (У); 30; Кроки до успіху ~,Українська мова,,,,Основа,2019.0,9786170030856.0,Математика (Школярам та абітурієнтам)
Л. М. Шелкова,Корисні канікули. 1 клас,Українська мова,,,,Основа,2019.0,9786170035592.0,Збірники завдань (Школярам та абітурієнтам)
,"Прощавай, третій класе!",Українська мова,,,,Основа,2020.0,9786170035134.0,Збірники завдань (Школярам та абітурієнтам)
Г. Ж. Іванова,Вчуся розв'язувати задачі (оновлена). 3 клас,,,,,Основа,2019.0,9786170028549.0,Математика (Школярам та абітурієнтам)
Грицеляк В.,"КК География 10 кл ""Регіони та країни"" (УКГ)",Українська мова,,,,Українська Картографічна Група,2020.0,9786177447305.0,Географія (Школярам та абітурієнтам)
Г. Ж. Іванова,Корисні канікули. 2 клас,Українська мова,,,,Основа,2020.0,9786170038524.0,Збірники завдань (Школярам та абітурієнтам)
Шевченко К. М.,Найкращий довідник в таблицях Математика 1-4 кл за оновл. прогр.,Українська мова,,,,Торсінг,2017.0,9789669393661.0,Математика (Школярам та абітурієнтам)
"Полулях Н. С.,Столій І.Л.",ОКО-ЗОРН. Зар. літ. 11 клас,Українська мова,,,,Ранок,2019.0,9786170959027.0,Контроль знань (Школярам та абітурієнтам)
Н. А. Климишина,Picture Dictionary. Англо-український словник молодшого школяра,Українська мова,,,,Основа,2017.0,9786170030955.0,Словники (Школярам та абітурієнтам)
В. Ф. Вовк,Географія. 11 клас. ЗОРН,Українська мова,,,,Ранок,2019.0,9786170955906.0,Контроль знань (Школярам та абітурієнтам)
Цепова І. В.,"Мій перший зошит. Прописи з калькою. 1 клас. В 2-х частинах. До букв. Захарійчук, Науменко",,,,,Ранок,2017.0,9786170919083.0,Прописи (Школярам та абітурієнтам)
"К. М. Задорожний,Р. С. Євсеєв",Розробки уроків. Біологія 10 клас ПБМ010,Українська мова,,,,Основа,,9786170033840.0,Біологія (Школярам та абітурієнтам)
Давиденко Л.,для читання англійською мовою 9 кл Нов. прогр.),Українська,,,,Підручники і посібники,2018.0,9789660731141.0,Іноземна мова (Школярам та абітурієнтам)
Авторський колектив,АТЛАС Всесвітня історія 11 кл (Картография),Українська мова,,,,Картографія,2020.0,9789669463326.0,Атласи. Контурні карти (Школярам та абітурієнтам)
"Онопрієнко О. В.,Скворцова С. О.",Математика. Підручник для 4 класу ЗЗСО (у 2-х частинах). Частина 2. КОМ,Українська мова,,,,Ранок,2021.0,9786170968999.0,Математика (Школярам та абітурієнтам)
,Картки англ. мова B1.1 Intermediate (укр) 500 шт.,Українська мова,,,,English Student,2017.0,9789669764768.0,Навчальні ігри
,Картки англ. мова A1 Elementary (укр) 500 шт.,Українська мова,,,,English Student,2017.0,9789669764744.0,Навчальні ігри
,Швидка зарядка шкільними знаннями Математика Додавання та віднімання,Українська мова,,,,ЗІРКА,2022.0,9786176342397.0,Підручники. Посібники (Школярам та абітурієнтам)
Д. В. Ротфорт,Українська мова та читання. 3 клас. Діагностувальні роботи,Українська мова,,,,Ранок,2022.0,9786170968470.0,Українська мова (Школярам та абітурієнтам)
"Г. В. Щербак,К. М. Шевченко",Математика. 4 клас. Діагностувальні роботи,Українська мова,,,,Ранок,2022.0,9786170968326.0,Математика (Школярам та абітурієнтам)
"Бондарчук Г. П.,Бибик Н.М.","НУШ Я досліджую світ 3 клас Робочий зошит 2 частина (у 2-х частинах) до підручника Бібік, Бондарчук",,,,,Ранок,2022.0,9786170966131.0,Підручники з природознавства та я досліджую світ
"С. М. Бисова,Л. М. Шелкова",Збірник диктантів і творчих робіт з української мови. 1—2 класи НУР026,Українська мова,,,,Основа,,9786170040510.0,"Розвиток мови, логопедія"
"Г. П. Бондарчук,Н. М. Бібік","НУШ 4 клас Я досліджую світ Робочий зошит 2 частина (у 2-х частинах) до підручника Бібік, Бондарчук",Українська мова,,,,Ранок,2021.0,9786170974129.0,Підручники з природознавства та я досліджую світ
С. М. Заплотна,"Я досліджую світ. 4 клас. Частина 2 (за підручником Н. М. Бібік, Г. П. Бондарчук). ПШМ269",Українська мова,,,,Основа,2021.0,9786170040503.0,Підручники з природознавства та я досліджую світ
І. С. Підгаєцька,Розробки уроків. Хімія 9 клас ПХМ004,Українська мова,,,,Основа,2017.0,9786170030573.0,Хімія (Школярам та абітурієнтам)
"Онопрієнко О. В.,Петрук О. М.",Комплексні діагностувальні роботи. 4 клас,Українська мова,,,,Ранок,2021.0,9786170974396.0,ДПА
"Зарецька І. Т.,Корнієнко М.М.,Крамаровська С. М.",НУШ Інформатика 4 клас Робочий зошит до підручника Корнієнко,Українська мова,,,,Ранок,2021.0,9786170974099.0,Інформатика (Школярам та абітурієнтам)
"Онопрієнко О. В.,Скворцова С. О.",Математика. 4 клас. Навчальний зошит у 4 ч. Ч. 2,Українська мова,,,,Ранок,2021.0,9786170973009.0,Математика (Школярам та абітурієнтам)
"Онопрієнко О. В.,Скворцова С. О.",НУШ Математика 4 клас Моніторинг навчальних досягнень,Українська мова,,,,Ранок,2021.0,9786170973481.0,Математика (Школярам та абітурієнтам)
Антонова О.П.,Інформатика. 2-4 класи. Комплект навчальних плакатів,Українська мова,,,,Ранок,2021.0,9789667482923.0,Інформатика (Школярам та абітурієнтам)
"Онопрієнко О. В.,Скворцова С. О.","НУШ Математика 4 клас Навчальний зошит 1 частина (у 4-х частинах) до підручника Скворцова, Онопрієнко",Українська мова,,,,Ранок,2021.0,9786170973023.0,Математика (Школярам та абітурієнтам)
"Видавнича група ""Ранок""",Свідоцтво досягнень учня. 1-2 класи. НУШ (Нове),,,,,Ранок,2021.0,9789667507275.0,"Грамоти, дипломи, подяки (Школярам та абітурієнтам)"
"Видавнича група ""Ранок""",Свідоцтво досягнень. 3-4 класи. НУШ (Нове),Українська мова,,,,Ранок,2021.0,9789667507268.0,"Грамоти, дипломи, подяки (Школярам та абітурієнтам)"
"Бар’яхтар В. Г.,Божинова Ф. Я.,Довгий С. О.,Довгого С. О.),Кірюхіна О. О. (за ред. Бар’яхтара В. Г.",Фізика 8 клас Підручник ЗНЗ Оновлене Видання,Українська мова,,,,Ранок,2021.0,9786170969736.0,"Фізика, астрономія (Школярам та абітурієнтам)"
Григорович О.В.,Підручник Хімія 8 клас. Григорович Олексій,Українська мова,,,,Ранок,2021.0,9786170969798.0,Хімія (Школярам та абітурієнтам)
М. В. Коновалова,Новий український правопис в ілюстраціях. Правила — легко та швидко.,Українська мова,,,,Основа,2021.0,9786170040008.0,Українська мова (Школярам та абітурієнтам)
Ю. Є. Бардакова,"Книжка Уживаймо влучно, або Як уникнути найпоширеніших помилок.",Українська,,,,Основа,2021.0,9786170039927.0,Школярам 9-12
,Килимок навчальний Укр. мова 1-4 А3,Українська мова,,,,ЗІРКА,,9786176342014.0,Українська мова (Школярам та абітурієнтам)
,Килимок навчальний Англ. мова 1-4 А3,Українська мова,,,,ЗІРКА,,9786176342021.0,Іноземна мова (Школярам та абітурієнтам)
,Килимок навчальний Математика 1-4 А3,Українська мова,,,,ЗІРКА,,9786176342007.0,Математика (Школярам та абітурієнтам)
"Довгань Г.Д.,Стадник О.Г.","Географія. 8 клас. Зошит для практичних робіт (О. Г. Стадник, Г. Д. Довгань)",Українська мова,,,,Ранок,2021.0,9786170971418.0,Географія (Школярам та абітурієнтам)
"Галина Довгань,Олександр Стадник","Географія 9 клас. Зошит для практичних робіт. Стадник О., Довгань Г.",Українська мова,,,,Ранок,2021.0,9786170971470.0,Географія (Школярам та абітурієнтам)
Руденко Віктор,Інформатика 7-9 класи. Алгоритми і програми. Навчальний посібник. Руденко В. Д.,Українська мова,,,,Ранок,2021.0,9786170969453.0,Інформатика (Школярам та абітурієнтам)
Л. М. Шелкова,Банк моїх досягнень. 4 клас. Портфоліо. Робочий зошит.,Українська мова,,,,Основа,2021.0,9786170039798.0,"Грамоти, дипломи, подяки (Школярам та абітурієнтам)"
Юрченко Н.Ф.,Математика. 1 клас. Ігрові завдання.,Українська мова,,,,Основа,2021.0,9786170039590.0,Математика (Школярам та абітурієнтам)
Юрченко Н.Ф.,Українська мова. 3 клас. Ігрові завдання.,Українська мова,,,,Основа,2021.0,9786170039644.0,Українська мова (Школярам та абітурієнтам)
Юрченко Н.Ф.,Українська мова. 2 клас. Ігрові завдання.,Українська мова,,,,Основа,2021.0,9786170039637.0,Українська мова (Школярам та абітурієнтам)
Юрченко Н.Ф.,Українська мова. 1 клас. Ігрові завдання.,Українська мова,,,,Основа,2021.0,9786170039620.0,Українська мова (Школярам та абітурієнтам)
Юрченко Н.Ф.,Математика. 2 клас. Ігрові завдання,Українська мова,,,,Основа,2021.0,9786170039606.0,Математика (Школярам та абітурієнтам)
"Видавнича група ""Ранок""",Плакати: МИстецька галузь 1-4 класи. Музична складова. НУШ,,,,,Ранок,,9789667505707.0,"Музика, мистецтво (Школярам та абітурієнтам)"
Л. М. Шелкова,Збірник диктантів і творчих робіт з української мови. 3-4 класи НУР047,Українська мова,,,,Основа,2020.0,9786170038623.0,Прописи (Школярам та абітурієнтам)
О. Г. Куцінко,"Завдання для олімпіад, конкурсів, змагань. Українська мова та література. 6—11-й класи",Українська мова,,,,Основа,2021.0,9786170038562.0,Українська мова (Школярам та абітурієнтам)
"Назаренко А.А.,Хорунжий В.I.",Умілі ручки. Дизайн та технології. 2 клас. Альбом-посібник,Українська мова,,,,Ранок,2019.0,9786170954206.0,Альбоми із шаблонами (Школярам та абітурієнтам)
Л. М. Шелкова,Банк моїх досягнень. 2 клас. Портфоліо. Робочий зошит,Українська мова,,,,Основа,2019.0,9786170037077.0,"Грамоти, дипломи, подяки (Школярам та абітурієнтам)"
,Картонка - підказка Алгебра 7-11 кл 20*15 см 4стор.,Українська мова,,,,ЗІРКА,,9789663141138.0,Підручники з алгебри
"О. Г. Бродовська,С. Л. Куртей","Географія 9 клас. Зошит для практичних робіт і досліджень Куртей С.Л., Бродовська О.Г.",Українська мова,,,,Ранок,2020.0,9786170964786.0,Географія (Школярам та абітурієнтам)
,Картонка - підказка Геометрія 7-11 кл 20*15 см 4стор,,,,,ЗІРКА,,9789660821552.0,Геометрія (Школярам та абітурієнтам)
,Картонка-підказка Фізика 7-11 кл 20*15 см 4стор,Українська мова,,,,ЗІРКА,,9789660818729.0,"Фізика, астрономія (Школярам та абітурієнтам)"
,Картонка-підказка Укр. мова. Правила 5-11 кл 20*15 см 4стор,,,,,ЗІРКА,,9789660811096.0,Українська мова (Школярам та абітурієнтам)
,Найшвидший спосіб вивчити. Правила англійської мови.,Українська мова,,,,ЗІРКА,2021.0,9786176341123.0,Іноземна мова (Школярам та абітурієнтам)
"Борзенко О. І.,Лобусова О. В.","Українська література 11 клас. Підручник для закладів загальної середньої освіти (рівень стандарту) (Укр) Борзенко О. І., Лобусова О.",Українська мова,,,,Ранок,2019.0,9786170952264.0,Література (Школярам та абітурієнтам)
"Большакова,Пристінська","НУШ Я досліджую світ 2 клас. Робочий зошит. До підручника Большакова І., Пристінська М. Частина 2 (У 2-х частинах)",Українська мова,,,,Ранок,2019.0,9786170958037.0,Підручники з природознавства та я досліджую світ
Лазарева А.И.,Експрес-контроль Українська мова 3 клас Граматичні розбори,,,,,Ранок,2014.0,9786170916105.0,Українська мова (Школярам та абітурієнтам)
"Гісем О.В.,Мартинюк О.О.",Всесвітня історія. 10 кл. Підручник. Профільний рівень,Українська мова,,,,Ранок,2018.0,9786170943422.0,Підручники. Посібники (Школярам та абітурієнтам)
